Section ID,Commodity code,Documents,
4,2201900000,"Control of contaminants in foodstuffs | Health control of Genetically Modified (GM) food and novel food | Health control of foodstuffs of non-animal origin | Labelling of foodstuffs | Traceability, compliance and responsibility in food and feed",
4,2202100000,"Control of contaminants in foodstuffs | Health control of Genetically Modified (GM) food and novel food | Health control of foodstuffs of non-animal origin | Labelling of foodstuffs | Traceability, compliance and responsibility in food and feed | Voluntary - Products from organic production",
4,2203001000,"Control of contaminants in foodstuffs | Health control of Genetically Modified (GM) food and novel food | Health control of foodstuffs of non-animal origin | Labelling of foodstuffs | Traceability, compliance and responsibility in food and feed | Voluntary - Products from organic production",
4,2206001000,"Control of contaminants in foodstuffs | Health control of Genetically Modified (GM) food and novel food | Health control of foodstuffs of non-animal origin | Labelling of foodstuffs | Traceability, compliance and responsibility in food and feed | Voluntary - Products from organic production",
4,2301100000,CITES - Endangered Species Protection | Health control of products of animal origin not intended for human consumption | Import requirements for seal products | Voluntary - Products from organic production,
4,2301200000,CITES - Endangered Species Protection | Health control of products of animal origin not intended for human consumption | Voluntary - Products from organic production,
4,2302500000,Health control of feedingstuffs of non-animal origin | Voluntary - Products from organic production,
4,2303300000,Health control of feedingstuffs of non-animal origin | Voluntary - Products from organic production,
4,2306100000,Health control of feedingstuffs of non-animal origin | Voluntary - Products from organic production,
4,2306200000,Health control of feedingstuffs of non-animal origin | Voluntary - Products from organic production,
4,2306300000,Health control of feedingstuffs of non-animal origin | Voluntary - Products from organic production,
4,2306500000,Voluntary - Products from organic production,
4,2306600000,Voluntary - Products from organic production,
4,2308004000,Health control of feedingstuffs of non-animal origin | Marketing requirements for seeds and plant propagating material | Voluntary - Products from organic production,
4,2308009000,Plant health control | Voluntary - Products from organic production,
4,2402100000,General product safety | Health and labelling control of tobacco products,
4,2402900000,General product safety | Health and labelling control of tobacco products,
5,2501001000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
5,2503001000,Marketing requirements for chemicals | Marketing requirements for fertilisers | Marketing requirements for pesticides and biocides,
5,2503009000,Marketing requirements for chemicals | Marketing requirements for fertilisers | Marketing requirements for pesticides and biocides,
5,2505100000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
5,2505900000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
5,2508100000,"Voluntary - Eco-label for growing media, soil improvers and mulch",
5,2508300000,"Voluntary - Eco-label for growing media, soil improvers and mulch",
5,2508400000,"Voluntary - Eco-label for growing media, soil improvers and mulch",
5,2508500000,"Voluntary - Eco-label for growing media, soil improvers and mulch",
5,2508600000,"Voluntary - Eco-label for growing media, soil improvers and mulch",
5,2508700000,"Voluntary - Eco-label for growing media, soil improvers and mulch",
5,2510100000,Marketing requirements for chemicals | Marketing requirements for fertilisers | Marketing requirements for pesticides and biocides,
5,2510200000,Marketing requirements for chemicals | Marketing requirements for fertilisers | Marketing requirements for pesticides and biocides,
5,2511100000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
5,2511200000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
5,2513100000,Technical specifications for construction products,
5,2513200000,Technical specifications for construction products,
5,2515200000,Technical specifications for construction products,
5,2516200000,Technical specifications for construction products,
5,2516900000,Technical specifications for construction products,
5,2517200000,Technical specifications for construction products,
5,2517300000,Technical specifications for construction products,
5,2518100000,Technical specifications for construction products,
5,2518200000,Technical specifications for construction products,
5,2518300000,Technical specifications for construction products,
5,2519100000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Technical specifications for construction products,
5,2520100000,Marketing requirements for chemicals | Marketing requirements for fertilisers | Marketing requirements for pesticides and biocides | Technical specifications for construction products,
5,2520200000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Technical specifications for construction products,
5,2522100000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Technical specifications for construction products,
5,2522200000,"Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Technical specifications for construction products | Voluntary - Eco-label for growing media, soil improvers and mulch",
5,2522300000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Technical specifications for construction products,
5,2523100000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Technical specifications for construction products,
5,2523300000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Technical specifications for construction products,
5,2523900000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Technical specifications for construction products,
5,2524100000,Control of trade in dangerous chemicals | Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Technical specifications for construction products,
5,2524900000,Control of trade in dangerous chemicals | Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Technical specifications for construction products,
5,2525100000,Technical specifications for construction products,
5,2525200000,Technical specifications for construction products,
5,2525300000,Technical specifications for construction products,
5,2526100000,Technical specifications for construction products,
5,2526200000,Technical specifications for construction products,
5,2529100000,Technical specifications for construction products,
5,2529300000,Technical specifications for construction products,
5,2530100000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Technical specifications for construction products,
5,2530200000,Marketing requirements for chemicals | Marketing requirements for fertilisers | Marketing requirements for pesticides and biocides | Technical specifications for construction products,
5,2530900000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Plant health control | Technical specifications for construction products,
5,2617100000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
5,2617900000,Control of trade in mercury | Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
5,2620600000,Control of trade in mercury,
5,2621100000,"Voluntary - Eco-label for growing media, soil improvers and mulch",
5,2621900000,"Voluntary - Eco-label for growing media, soil improvers and mulch",
5,2707400000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
5,2708200000,Technical specifications for construction products,
5,2709001000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
5,2709009000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
5,2714100000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Technical specifications for construction products,
5,2714900000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Technical specifications for construction products,
6,2801200000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,2806100000,Control of drugs precursors | Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,2806200000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,2814100000,Marketing requirements for chemicals | Marketing requirements for detergents | Marketing requirements for pesticides and biocides | Technical standards for pyrotechnic articles,
6,2814200000,Marketing requirements for chemicals | Marketing requirements for detergents | Marketing requirements for pesticides and biocides,
6,2826300000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,2843300000,Import requirements for medicinal active substances | Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,2901100000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Technical standards for pyrotechnic articles,
6,2912500000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Technical standards for pyrotechnic articles,
6,2912600000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,2915400000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,2915500000,Import requirements for medicinal active substances | Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,2919100000,Control of trade in dangerous chemicals | Import requirements for medicinal active substances | Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,2930300000,Control of trade in dangerous chemicals | Import requirements for medicinal active substances | Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,2930600000,Import requirements for firearms and warlike material | Import requirements for medicinal active substances | Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,2930700000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,2930800000,Control of trade in dangerous chemicals | Import requirements for firearms and warlike material | Import requirements for medicinal active substances | Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,2936900000,Import requirements for medicinal active substances,
6,2938100000,Import requirements for medicinal active substances | Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,2940000010,Import requirements for medicinal active substances | Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3002200000,Import requirements for medicinal active substances,
6,3002300000,Import requirements for medicinal active substances,
6,3003100000,Import and marketing requirements for medicinal products for human use,
6,3003200000,Import and marketing requirements for medicinal products for human use,
6,3003600000,Import and marketing requirements for medicinal products for human use,
6,3003900000,Import and marketing requirements for medicinal products for human use,
6,3004100000,Import and marketing requirements for medicinal products for human use | Import and marketing requirements for veterinary medicinal products,
6,3004200000,Import and marketing requirements for medicinal products for human use | Import and marketing requirements for veterinary medicinal products,
6,3004500000,Import and marketing requirements for medicinal products for human use | Import and marketing requirements for veterinary medicinal products,
6,3004600000,Import and marketing requirements for medicinal products for human use | Import and marketing requirements for veterinary medicinal products | Import requirements for seal products | Ozone-depleting products,
6,3004900000,CITES - Endangered Species Protection | Import and marketing requirements for medicinal products for human use | Import and marketing requirements for veterinary medicinal products | Import requirements for seal products | Ozone-depleting products,
6,3005100000,Technical standards for medical devices,
6,3006200000,Technical standards for in vitro diagnostic medical devices,
6,3006300000,Import requirements for medicinal active substances | Technical standards for medical devices,
6,3006400000,Technical standards for medical devices,
6,3006500000,Technical standards for medical devices,
6,3006600000,Technical standards for medical devices,
6,3006700000,Technical standards for medical devices,
6,3102800000,"Marketing requirements for chemicals | Marketing requirements for fertilisers | Marketing requirements for pesticides and biocides | Voluntary - Eco-label for growing media, soil improvers and mulch",
6,3103900000,"Marketing requirements for chemicals | Marketing requirements for fertilisers | Marketing requirements for pesticides and biocides | Voluntary - Eco-label for growing media, soil improvers and mulch",
6,3104300000,"Marketing requirements for chemicals | Marketing requirements for fertilisers | Marketing requirements for pesticides and biocides | Voluntary - Eco-label for growing media, soil improvers and mulch",
6,3104900000,"Marketing requirements for chemicals | Marketing requirements for fertilisers | Marketing requirements for pesticides and biocides | Voluntary - Eco-label for growing media, soil improvers and mulch",
6,3105300000,"Marketing requirements for chemicals | Marketing requirements for fertilisers | Marketing requirements for pesticides and biocides | Voluntary - Eco-label for growing media, soil improvers and mulch",
6,3105400000,"Marketing requirements for chemicals | Marketing requirements for fertilisers | Marketing requirements for pesticides and biocides | Voluntary - Eco-label for growing media, soil improvers and mulch",
6,3105600000,"Marketing requirements for chemicals | Marketing requirements for fertilisers | Marketing requirements for pesticides and biocides | Voluntary - Eco-label for growing media, soil improvers and mulch",
6,3201100000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3201200000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3202100000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3203001000,Import requirements for medicinal active substances | Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3203009000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3205000010,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3205000090,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3206200000,Control of trade in dangerous chemicals | Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3206500000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3207100000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3209100000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Ozone-depleting products | Prohibition of products containing fluorinated greenhouse gases | Technical specifications for construction products | Voluntary - Eco-label for paints and varnishes,
6,3209900000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Ozone-depleting products | Prohibition of products containing fluorinated greenhouse gases | Technical specifications for construction products | Voluntary - Eco-label for paints and varnishes,
6,3210001000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Ozone-depleting products | Prohibition of products containing fluorinated greenhouse gases | Voluntary - Eco-label for paints and varnishes,
6,3210009000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Ozone-depleting products | Prohibition of products containing fluorinated greenhouse gases | Voluntary - Eco-label for paints and varnishes,
6,3212100000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Ozone-depleting products,
6,3212900000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Ozone-depleting products | Prohibition of products containing fluorinated greenhouse gases,
6,3213100000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3213900000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3214900000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Technical specifications for construction products,
6,3301300000,CITES - Endangered Species Protection | Voluntary - Products from organic production,
6,3303001000,Import and marketing requirements for cosmetic products | Prohibition of products containing fluorinated greenhouse gases,
6,3303009000,Import and marketing requirements for cosmetic products | Prohibition of products containing fluorinated greenhouse gases,
6,3304100000,Import and marketing requirements for cosmetic products,
6,3304200000,Import and marketing requirements for cosmetic products,
6,3304300000,Import and marketing requirements for cosmetic products | Prohibition of products containing fluorinated greenhouse gases,
6,3305100000,Import and marketing requirements for cosmetic products | Prohibition of products containing fluorinated greenhouse gases | Voluntary - Eco-label for rinse-off cosmetic products,
6,3305200000,Import and marketing requirements for cosmetic products | Prohibition of products containing fluorinated greenhouse gases | Voluntary - Eco-label for rinse-off cosmetic products,
6,3305300000,Import and marketing requirements for cosmetic products | Prohibition of products containing fluorinated greenhouse gases,
6,3305900000,Import and marketing requirements for cosmetic products | Prohibition of products containing fluorinated greenhouse gases | Voluntary - Eco-label for rinse-off cosmetic products,
6,3306100000,Import and marketing requirements for cosmetic products | Prohibition of products containing fluorinated greenhouse gases,
6,3306200000,Import and marketing requirements for cosmetic products | Prohibition of products containing fluorinated greenhouse gases,
6,3306900000,Import and marketing requirements for cosmetic products | Prohibition of products containing fluorinated greenhouse gases,
6,3307100000,Import and marketing requirements for cosmetic products | Prohibition of products containing fluorinated greenhouse gases | Voluntary - Eco-label for rinse-off cosmetic products,
6,3307200000,Import and marketing requirements for cosmetic products | Prohibition of products containing fluorinated greenhouse gases,
6,3307300000,Import and marketing requirements for cosmetic products | Prohibition of products containing fluorinated greenhouse gases,
6,3307900000,Import and marketing requirements for cosmetic products | Prohibition of products containing fluorinated greenhouse gases,
6,3401300000,Control of trade in dangerous chemicals | Import and marketing requirements for cosmetic products | Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Voluntary - Eco-label for rinse-off cosmetic products,
6,3404200000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3404900000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3405100000,Marketing requirements for chemicals | Marketing requirements for detergents | Marketing requirements for pesticides and biocides | Prohibition of products containing fluorinated greenhouse gases,
6,3405200000,Marketing requirements for chemicals | Marketing requirements for detergents | Marketing requirements for pesticides and biocides | Prohibition of products containing fluorinated greenhouse gases,
6,3405300000,Marketing requirements for chemicals | Marketing requirements for detergents | Marketing requirements for pesticides and biocides | Prohibition of products containing fluorinated greenhouse gases,
6,3405400000,Marketing requirements for chemicals | Marketing requirements for detergents | Marketing requirements for pesticides and biocides | Prohibition of products containing fluorinated greenhouse gases | Voluntary - Eco-label for all purpose cleaners and sanitary cleaners | Voluntary - Eco-label for dishwasher detergents | Voluntary - Eco-label for hand dishwashing detergents | Voluntary - Eco-label for laundry detergents,
6,3503001000,"Control of contaminants in foodstuffs | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Health control of products of animal origin not intended for human consumption | Labelling of foodstuffs | Traceability, compliance and responsibility in food and feed",
6,3503008000,"Control of contaminants in foodstuffs | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Health control of products of animal origin not intended for human consumption | Labelling of foodstuffs | Traceability, compliance and responsibility in food and feed",
6,3504001000,"Control of contaminants in foodstuffs | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of feedingstuffs of non-animal origin | Health control of fishery products intended for human consumption | Health control of fishery products not intended for human consumption | Health control of foodstuffs of non-animal origin | Health control of products of animal origin for human consumption | Health control of products of animal origin not intended for human consumption | Labelling of foodstuffs | Traceability, compliance and responsibility in food and feed",
6,3504009000,"Control of contaminants in foodstuffs | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of feedingstuffs of non-animal origin | Health control of fishery products intended for human consumption | Health control of fishery products not intended for human consumption | Health control of foodstuffs of non-animal origin | Health control of products of animal origin for human consumption | Health control of products of animal origin not intended for human consumption | Labelling of foodstuffs | Traceability, compliance and responsibility in food and feed",
6,3506100000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Technical specifications for construction products,
6,3507100000,"Control of contaminants in foodstuffs | Control of residues of veterinary medicines in animals and animal products for human consumption | Health control of Genetically Modified (GM) food and novel food | Health control of products of animal origin for human consumption | Health control of products of animal origin not intended for human consumption | Labelling of foodstuffs | Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Traceability, compliance and responsibility in food and feed",
6,3601000010,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Technical standards for explosives for civil use | Technical standards for pyrotechnic articles,
6,3601000090,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Technical standards for explosives for civil use | Technical standards for pyrotechnic articles,
6,3603002000,Import requirements for firearms and warlike material | Technical standards for explosives for civil use | Technical standards for pyrotechnic articles,
6,3603003000,Import requirements for firearms and warlike material | Technical standards for explosives for civil use | Technical standards for pyrotechnic articles,
6,3603004000,Import requirements for firearms and warlike material | Technical standards for explosives for civil use | Technical standards for pyrotechnic articles,
6,3603005000,Import requirements for firearms and warlike material | Technical standards for explosives for civil use | Technical standards for pyrotechnic articles,
6,3603008000,Import requirements for firearms and warlike material | Technical standards for explosives for civil use | Technical standards for pyrotechnic articles,
6,3604100000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Technical standards for explosives for civil use | Technical standards for pyrotechnic articles,
6,3604900000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Technical standards for explosives for civil use | Technical standards for marine equipment | Technical standards for pyrotechnic articles,
6,3606100000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Prohibition of products containing fluorinated greenhouse gases | Technical standards for explosives for civil use | Technical standards for pyrotechnic articles,
6,3701100000,Technical standards for medical devices,
6,3801300000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3803001000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3803009000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3804000010,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3804000090,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3806200000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3806300000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3807001000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3807009000,Control of trade in dangerous chemicals | Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3813000010,Marketing of products containing fluorinated greenhouse gases | Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Ozone-depleting products | Prohibition of products containing fluorinated greenhouse gases | Technical standards for civil aircrafts,
6,3813000090,Marketing of products containing fluorinated greenhouse gases | Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Ozone-depleting products | Prohibition of products containing fluorinated greenhouse gases | Technical standards for civil aircrafts,
6,3818009000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3819000010,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Technical standards for civil aircrafts,
6,3819000020,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Technical standards for civil aircrafts,
6,3819000090,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Technical standards for civil aircrafts,
6,3820000090,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides | Prohibition of products containing fluorinated greenhouse gases,
6,3824400000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3825100000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3825200000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3825300000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
6,3825500000,Marketing requirements for chemicals | Marketing requirements for pesticides and biocides,
7,4001100000,Voluntary - Eco-label for bed mattresses,
7,4002200000,Packaging,
7,4002600000,Packaging,
7,4002700000,Packaging,
7,4002800000,Packaging,
7,4005100000,Technical specifications for construction products,
7,4005200000,Technical specifications for construction products,
7,4006100000,Technical specifications for construction products,
7,4006900000,Technical specifications for construction products,
7,4007000010,Packaging | Technical specifications for construction products | Technical standards for personal protective equipment,
7,4007000090,Packaging | Technical specifications for construction products | Technical standards for personal protective equipment,
7,4011100000,Energy labelling of tyres | Prohibition of products containing fluorinated greenhouse gases | Technical standards for motor vehicles,
7,4011400000,Prohibition of products containing fluorinated greenhouse gases | Technical standards for motor vehicles,
7,4011500000,Prohibition of products containing fluorinated greenhouse gases | Technical standards for motor vehicles,
7,4011700000,Prohibition of products containing fluorinated greenhouse gases | Technical standards for motor vehicles,
7,4011800000,Prohibition of products containing fluorinated greenhouse gases | Technical standards for motor vehicles,
7,4011900000,Prohibition of products containing fluorinated greenhouse gases | Technical standards for motor vehicles,
7,4013100000,Prohibition of products containing fluorinated greenhouse gases | Technical standards for motor vehicles,
7,4013200000,Prohibition of products containing fluorinated greenhouse gases | Technical standards for motor vehicles,
7,4013900000,Prohibition of products containing fluorinated greenhouse gases | Technical standards for motor vehicles,
7,4014100000,Technical standards for medical devices,
7,4014900000,General product safety | Health control of articles in contact with food products,
7,4015900000,Radioactive products | Technical standards for marine equipment | Technical standards for personal protective equipment,
8,4101900000,CITES - Endangered Species Protection | Health control of products of animal origin not intended for human consumption,
8,4103200000,CITES - Endangered Species Protection | Health control of products of animal origin not intended for human consumption,
8,4103300000,CITES - Endangered Species Protection | Health control of products of animal origin not intended for human consumption,
8,4103900000,CITES - Endangered Species Protection | Health control of products of animal origin not intended for human consumption | Import requirements for seal products | Prohibition on imports of cat and dog furs and products containing such fur,
8,4105100000,CITES - Endangered Species Protection | Health control of products of animal origin not intended for human consumption | Restriction on the use of certain chemical substances in textile and leather products,
8,4113100000,CITES - Endangered Species Protection | Restriction on the use of certain chemical substances in textile and leather products,
8,4113200000,CITES - Endangered Species Protection | Restriction on the use of certain chemical substances in textile and leather products,
8,4113300000,CITES - Endangered Species Protection | Restriction on the use of certain chemical substances in textile and leather products,
8,4113900000,CITES - Endangered Species Protection | Import requirements for seal products | Prohibition on imports of cat and dog furs and products containing such fur | Restriction on the use of certain chemical substances in textile and leather products,
8,4114200000,CITES - Endangered Species Protection | Import requirements for seal products | Prohibition on imports of cat and dog furs and products containing such fur | Restriction on the use of certain chemical substances in textile and leather products,
8,4115100000,CITES - Endangered Species Protection | Import requirements for seal products | Prohibition on imports of cat and dog furs and products containing such fur | Restriction on the use of certain chemical substances in textile and leather products,
8,4115200000,CITES - Endangered Species Protection | Import requirements for seal products | Prohibition on imports of cat and dog furs and products containing such fur | Restriction on the use of certain chemical substances in textile and leather products,
8,4201000010,Import requirements for seal products | Prohibition on imports of cat and dog furs and products containing such fur | Restriction on the use of certain chemical substances in textile and leather products,
8,4201000090,Import requirements for seal products | Prohibition on imports of cat and dog furs and products containing such fur | Restriction on the use of certain chemical substances in textile and leather products,
8,4203100000,CITES - Endangered Species Protection | Import requirements for seal products | Restriction on the use of certain chemical substances in textile and leather products | Technical standards for personal protective equipment,
8,4205009000,CITES - Endangered Species Protection | Health control of products of animal origin not intended for human consumption | Import requirements for seal products | Prohibition on imports of cat and dog furs and products containing such fur | Restriction on the use of certain chemical substances in textile and leather products | Technical standards for personal protective equipment,
8,4301100000,Health control of products of animal origin not intended for human consumption,
8,4301300000,Health control of products of animal origin not intended for human consumption,
8,4301600000,CITES - Endangered Species Protection | Health control of products of animal origin not intended for human consumption,
8,4301800000,CITES - Endangered Species Protection | Health control of products of animal origin not intended for human consumption | Import requirements for seal products | Prohibition on imports of cat and dog furs and products containing such fur,
8,4301900000,CITES - Endangered Species Protection | Health control of products of animal origin not intended for human consumption | Import requirements for seal products | Prohibition on imports of cat and dog furs and products containing such fur,
8,4302200000,CITES - Endangered Species Protection | Import requirements for seal products | Prohibition on imports of cat and dog furs and products containing such fur,
8,4303900000,CITES - Endangered Species Protection | Import requirements for seal products | Technical standards for personal protective equipment,
9,4410900000,Control on illegal timber and timber products | Technical specifications for construction products,
9,4412100000,Control on illegal timber and timber products | Technical specifications for construction products,
9,4414001000,CITES - Endangered Species Protection | Control on illegal timber and timber products,
9,4414009000,CITES - Endangered Species Protection | Control on illegal timber and timber products,
9,4418400000,Control on illegal timber and timber products | Technical specifications for construction products,
9,4418500000,Control on illegal timber and timber products | Technical specifications for construction products,
9,4418600000,Control on illegal timber and timber products | Technical specifications for construction products,
9,4501100000,Plant health control | Voluntary - Products from organic production,
9,4501900000,Packaging | Voluntary - Products from organic production,
9,4503900000,"Packaging | Technical specifications for construction products | Technical standards for personal protective equipment | Voluntary - Eco-label for wood-, cork- and bamboo-based floor coverings",
9,4602900000,Packaging,
10,4701001000,Control on illegal timber and timber products,
10,4701009000,Control on illegal timber and timber products,
10,4706100000,Control on illegal timber and timber products,
10,4802100000,Control on illegal timber and timber products,
10,4802200000,Control on illegal timber and timber products,
10,4803001000,Control on illegal timber and timber products | Voluntary - Eco-label for tissue paper products,
10,4803009000,Control on illegal timber and timber products | Voluntary - Eco-label for tissue paper products,
10,4805300000,Control on illegal timber and timber products | Packaging,
10,4805400000,Control on illegal timber and timber products | Packaging,
10,4805500000,Control on illegal timber and timber products | Packaging,
10,4806100000,Control on illegal timber and timber products | Packaging,
10,4806200000,Control on illegal timber and timber products | Packaging,
10,4806300000,Control on illegal timber and timber products | Packaging,
10,4807003000,Control on illegal timber and timber products | Packaging,
10,4807008000,Control on illegal timber and timber products | Packaging,
10,4808100000,Control on illegal timber and timber products | Packaging,
10,4808400000,Control on illegal timber and timber products | Packaging,
10,4808900000,Control on illegal timber and timber products | Packaging,
10,4809200000,Control on illegal timber and timber products,
10,4811100000,Control on illegal timber and timber products | Packaging | Technical specifications for construction products,
10,4811600000,Control on illegal timber and timber products | Packaging | Technical specifications for construction products,
10,4813100000,Control on illegal timber and timber products,
10,4813200000,Control on illegal timber and timber products,
10,4814200000,Control on illegal timber and timber products | Technical specifications for construction products | Voluntary - Eco-label for printed paper,
10,4816200000,Control on illegal timber and timber products,
10,4817100000,Control on illegal timber and timber products | Packaging,
10,4817200000,Control on illegal timber and timber products | Packaging,
10,4817300000,Control on illegal timber and timber products | Packaging,
10,4818300000,Control on illegal timber and timber products | Voluntary - Eco-label for tissue paper products,
10,4818500000,Control on illegal timber and timber products | Technical standards for personal protective equipment,
10,4819100000,Control on illegal timber and timber products | Packaging,
10,4819200000,Control on illegal timber and timber products | Packaging,
10,4819300000,Control on illegal timber and timber products | Packaging,
10,4819400000,Control on illegal timber and timber products | Packaging,
10,4819500000,Control on illegal timber and timber products | Packaging,
10,4819600000,Control on illegal timber and timber products | Packaging,
10,4820200000,Control on illegal timber and timber products | Voluntary - Eco-label for printed paper,
10,4820300000,Control on illegal timber and timber products | Voluntary - Eco-label for printed paper,
10,4820400000,Control on illegal timber and timber products | Voluntary - Eco-label for printed paper,
10,4820500000,Control on illegal timber and timber products | Voluntary - Eco-label for printed paper,
10,4820900000,Control on illegal timber and timber products | Voluntary - Eco-label for printed paper,
10,4822100000,Control on illegal timber and timber products | Packaging,
10,4822900000,Control on illegal timber and timber products | Packaging,
10,4823200000,Control on illegal timber and timber products | Health control of articles in contact with food products,
10,4823400000,Control on illegal timber and timber products,
10,4901100000,Voluntary - Eco-label for printed paper,
10,4902100000,Voluntary - Eco-label for printed paper,
