Code,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8
8467910000,48934,10,0,8467000000,48923,80,Parts,1
8467910000,48935,80,1,8467910000,48934,10,Of chainsaws,2
8467920000,48936,80,1,8467910000,48934,10,Of pneumatic tools,2
8467990000,48937,80,0,8467910000,48934,10,Other,2
8467990010,91884,80,1,8467990000,48937,80,"Mechanical switches for connecting electrical circuits, with: - a voltage of 14,4 V or more but not more than 42 V, - an amperage of 10 A or more but not more than 42 A, for use in the manufacture of machines falling within heading 8467",3
8467990090,91885,80,1,8467990000,48937,80,Other,3
8468000000,48938,80,0,8400000000,47571,80,"Machinery and apparatus for soldering, brazing or welding, whether or not capable of cutting, other than those of heading 8515; gas-operated surface tempering machines and appliances",0
8468100000,48939,80,1,8468000000,48938,80,Hand-held blow pipes,1
8468200000,48940,80,1,8468000000,48938,80,Other gas-operated machinery and apparatus,1
8468800000,48941,80,1,8468000000,48938,80,Other machinery and apparatus,1
8468900000,48942,80,0,8468000000,48938,80,Parts,1
8468900020,99639,80,1,8468900000,48942,80,"Keypads of silicone or plastic, - whether or not with parts of metal, plastic, glass fibre reinforced epoxide resin or wood, - whether or not printed or surface treated, - whether or not with electrical conducting elements - whether or not with keypads foil glued on the keyboard - whether or not with protective foil - single or multilayer ",2
8468900090,97572,80,1,8468900000,48942,80,Other,2
8470000000,48973,80,0,8400000000,47571,80,"Calculating machines and pocket-size data-recording, reproducing and displaying machines with calculating functions; accounting machines, postage-franking machines, ticket-issuing machines and similar machines, incorporating a calculating device; cash registers",0
8470100000,48974,80,1,8470000000,48973,80,"Electronic calculators capable of operation without an external source of electric power and pocket-size data-recording, reproducing and displaying machines with calculating functions",1
8470210000,48975,10,0,8470000000,48973,80,Other electronic calculating machines,1
8470210000,48976,80,1,8470210000,48975,10,Incorporating a printing device,2
8470290000,48977,80,1,8470210000,48975,10,Other,2
8470300000,48978,80,1,8470000000,48973,80,Other calculating machines,1
8470500000,48980,80,1,8470000000,48973,80,Cash registers,1
8470900000,48981,80,1,8470000000,48973,80,Other,1
8471000000,48984,80,0,8400000000,47571,80,"Automatic data-processing machines and units thereof; magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",0
8471300000,60364,80,1,8471000000,48984,80,"Portable automatic data-processing machines, weighing not more than 10 kg, consisting of at least a central processing unit, a keyboard and a display",1
8471410000,60365,10,0,8471000000,48984,80,Other automatic data-processing machines,1
8471410000,60366,80,1,8471410000,60365,10,"Comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined",2
8471490000,60369,80,1,8471410000,60365,10,"Other, presented in the form of systems",2
8471500000,60372,80,1,8471000000,48984,80,"Processing units other than those of subheading 8471 41 or 8471 49, whether or not containing in the same housing one or two of the following types of unit: storage units, input units, output units",1
8471600000,60375,80,0,8471000000,48984,80,"Input or output units, whether or not containing storage units in the same housing",1
8471606000,83388,80,1,8471600000,60375,80,Keyboards,2
8471607000,85592,80,1,8471600000,60375,80,Other,2
8471700000,60381,80,0,8471000000,48984,80,Storage units,1
8471702000,83390,80,1,8471700000,60381,80,Central storage units,2
8471703000,83391,10,0,8471700000,60381,80,Other,2
8471703000,83392,20,0,8471703000,83391,10,Disk storage units,3
8471703000,83393,80,1,8471703000,83392,20,"Optical, including magneto-optical",4
8471705000,83394,10,0,8471703000,83392,20,Other,4
8471705000,83395,80,1,8471705000,83394,10,Hard disk drives,5
8471707000,83396,80,1,8471705000,83394,10,Other,5
8471708000,83398,80,1,8471703000,83391,10,Magnetic tape storage units,3
8471709800,83399,80,1,8471703000,83391,10,Other,3
8471800000,60393,80,1,8471000000,48984,80,Other units of automatic data-processing machines,1
8471900000,60396,80,1,8471000000,48984,80,Other,1
8472000000,49058,80,0,8400000000,47571,80,"Other office machines (for example, hectograph or stencil duplicating machines, addressing machines, automatic banknote dispensers, coin-sorting machines, coin-counting or -wrapping machines, pencil-sharpening machines, perforating or stapling machines)",0
8472100000,49059,80,1,8472000000,49058,80,Duplicating machines,1
8472300000,49061,80,1,8472000000,49058,80,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines for opening, closing or sealing mail and machines for affixing or cancelling postage stamps",1
8472900000,49062,80,0,8472000000,49058,80,Other,1
8472901000,49063,80,1,8472900000,49062,80,"Coin-sorting, coin-counting or coin-wrapping machines",2
8472903000,68765,80,1,8472900000,49062,80,Automatic teller machines,2
8472904000,102085,80,1,8472900000,49062,80,Word-processing machines,2
8472909000,102086,80,1,8472900000,49062,80,Other,2
8473000000,49065,80,0,8400000000,47571,80,"Parts and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of headings 8470 to 8472",0
8473210000,49077,10,0,8473000000,49065,80,Parts and accessories of the machines of heading 8470,1
8473210000,49078,80,0,8473210000,49077,10,"Of the electronic calculating machines of subheading 8470 10, 8470 21 or 8470 29",2
8473211000,49079,80,1,8473210000,49078,80,Electronic assemblies,3
8473219000,49080,80,1,8473210000,49078,80,Other,3
8473290000,49081,80,0,8473210000,49077,10,Other,2
8473291000,49082,80,1,8473290000,49081,80,Electronic assemblies,3
8473299000,49083,80,1,8473290000,49081,80,Other,3
8473300000,49084,80,0,8473000000,49065,80,Parts and accessories of the machines of heading 8471,1
8473302000,85588,80,1,8473300000,49084,80,Electronic assemblies,2
8473308000,85587,80,1,8473300000,49084,80,Other,2
8473400000,49132,80,0,8473000000,49065,80,Parts and accessories of the machines of heading 8472,1
8473401000,102103,80,1,8473400000,49132,80,Electronic assemblies,2
8473408000,85576,80,1,8473400000,49132,80,Other,2
8473500000,60397,80,0,8473000000,49065,80,Parts and accessories equally suitable for use with machines of two or more of the headings 8470 to 8472,1
8473502000,85551,80,1,8473500000,60397,80,Electronic assemblies,2
8473508000,85550,80,1,8473500000,60397,80,Other,2
8474000000,49140,80,0,8400000000,47571,80,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores or other mineral substances, in solid (including powder or paste) form; machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened cements, plastering materials or other mineral products in powder or paste form; machines for forming foundry moulds of sand",0
8474100000,49141,80,1,8474000000,49140,80,"Sorting, screening, separating or washing machines",1
8474200000,49142,80,1,8474000000,49140,80,Crushing or grinding machines,1
8474310000,49143,10,0,8474000000,49140,80,Mixing or kneading machines,1
8474310000,49144,80,1,8474310000,49143,10,Concrete or mortar mixers,2
8474320000,49145,80,1,8474310000,49143,10,Machines for mixing mineral substances with bitumen,2
8474390000,49146,80,1,8474310000,49143,10,Other,2
8474800000,49147,80,0,8474000000,49140,80,Other machinery,1
8474801000,68782,80,1,8474800000,49147,80,"Machinery for agglomerating, shaping or moulding ceramic paste",2
8474809000,68780,80,1,8474800000,49147,80,Other,2
8474900000,49148,80,0,8474000000,49140,80,Parts,1
8474901000,49149,80,1,8474900000,49148,80,Of cast iron or cast steel,2
8474909000,49150,80,1,8474900000,49148,80,Other,2
8475000000,49151,80,0,8400000000,47571,80,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass envelopes; machines for manufacturing or hot working glass or glassware",0
8475100000,49152,80,1,8475000000,49151,80,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass envelopes",1
8475210000,60400,10,0,8475000000,49151,80,Machines for manufacturing or hot working glass or glassware,1
8475210000,60401,80,1,8475210000,60400,10,Machines for making optical fibres and preforms thereof,2
8475290000,60402,80,0,8475210000,60400,10,Other,2
8475290010,98290,80,1,8475290000,60402,80,"Glass Filament Melter with heater basket/bushing assembly: - electrically heated, - with opening - with a multiplicity of tips (holes) of platinum/rhodium alloy - used to melt glass batches and condition molten glass - for drawing into continuous fibres ",3
8475290090,98289,80,1,8475290000,60402,80,Other,3
8475900000,49154,80,0,8475000000,49151,80,Parts,1
8475901000,102155,80,1,8475900000,49154,80,Parts of machines of subheading 8475 21 00,2
8475909000,102154,80,1,8475900000,49154,80,Other,2
8476000000,49155,80,0,8400000000,47571,80,"Automatic goods-vending machines (for example, postage stamp, cigarette, food or beverage machines), including money-changing machines",0
8476210000,60403,10,0,8476000000,49155,80,Automatic beverage-vending machines,1
8476210000,60404,80,1,8476210000,60403,10,Incorporating heating or refrigerating devices,2
8476290000,60405,80,1,8476210000,60403,10,Other,2
8476810000,60406,10,0,8476000000,49155,80,Other machines,1
8476810000,60407,80,1,8476810000,60406,10,Incorporating heating or refrigerating devices,2
8476890000,60408,80,0,8476810000,60406,10,Other,2
8476891000,102164,80,1,8476890000,60408,80,Money-changing machines,3
8476899000,102165,80,1,8476890000,60408,80,Other,3
8476900000,49163,80,0,8476000000,49155,80,Parts,1
8476901000,102169,80,1,8476900000,49163,80,Parts of money-changing machines,2
8476909000,102200,80,0,8476900000,49163,80,Other,2
8476909020,102202,80,1,8476909000,102200,80,"Keypads of silicone or plastic, - whether or not with parts of metal, plastic, glass fibre reinforced epoxide resin or wood, - whether or not printed or surface treated, - whether or not with electrical conducting elements - whether or not with keypads foil glued on the keyboard - whether or not with protective foil - single or multilayer ",3
8476909090,102203,80,1,8476909000,102200,80,Other,3
8477000000,49164,80,0,8400000000,47571,80,"Machinery for working rubber or plastics or for the manufacture of products from these materials, not specified or included elsewhere in this chapter",0
8477100000,49165,80,1,8477000000,49164,80,Injection-moulding machines,1
8477200000,49166,80,1,8477000000,49164,80,Extruders,1
8477300000,49167,80,1,8477000000,49164,80,Blow-moulding machines,1
8477400000,49168,80,1,8477000000,49164,80,Vacuum-moulding machines and other thermoforming machines,1
8477510000,49169,10,0,8477000000,49164,80,Other machinery for moulding or otherwise forming,1
8477510000,49170,80,1,8477510000,49169,10,For moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes,2
8477590000,49171,80,0,8477510000,49169,10,Other,2
8477591000,49172,80,1,8477590000,49171,80,Presses,3
8477598000,68787,80,1,8477590000,49171,80,Other,3
8477800000,49174,80,0,8477000000,49164,80,Other machinery,1
8477801100,72151,10,0,8477800000,49174,80,Machines for the manufacture of foam products,2
8477801100,72158,80,1,8477801100,72151,10,Machines for processing reactive resins,3
8477801900,72153,80,1,8477801100,72151,10,Other,3
8477809100,74444,10,0,8477800000,49174,80,Other,2
8477809100,74439,80,1,8477809100,74444,10,Size reduction equipment,3
8477809300,74440,80,1,8477809100,74444,10,"Mixers, kneaders and agitators",3
8477809500,74442,80,1,8477809100,74444,10,"Cutting, splitting and peeling machines",3
8477809900,74443,80,0,8477809100,74444,10,Other,3
8477809910,76695,80,1,8477809900,74443,80,Machines for casting or for surface modification of plastic membranes of heading 3921,4
8477809990,76717,80,1,8477809900,74443,80,Other,4
8477900000,49177,80,0,8477000000,49164,80,Parts,1
8477901000,49178,80,1,8477900000,49177,80,Of cast iron or cast steel,2
8477908000,68796,80,1,8477900000,49177,80,Other,2
8478000000,49180,80,0,8400000000,47571,80,"Machinery for preparing or making up tobacco, not specified or included elsewhere in this chapter",0
8478100000,49181,80,1,8478000000,49180,80,Machinery,1
8478900000,49182,80,1,8478000000,49180,80,Parts,1
8479000000,49183,80,0,8400000000,47571,80,"Machines and mechanical appliances having individual functions, not specified or included elsewhere in this chapter",0
8479100000,49184,80,1,8479000000,49183,80,"Machinery for public works, building or the like",1
8479200000,49185,80,1,8479000000,49183,80,Machinery for the extraction or preparation of animal or fixed vegetable fats or oils,1
8479300000,49188,80,0,8479000000,49183,80,Presses for the manufacture of particle board or fibre building board of wood or other ligneous materials and other machinery for treating wood or cork,1
8479301000,49189,80,1,8479300000,49188,80,Presses,2
8479309000,49190,80,1,8479300000,49188,80,Other,2
8479400000,49191,80,1,8479000000,49183,80,Rope- or cable-making machines,1
8479500000,60409,80,1,8479000000,49183,80,"Industrial robots, not elsewhere specified or included",1
8479600000,60410,80,1,8479000000,49183,80,Evaporative air coolers,1
8479710000,95886,10,0,8479000000,49183,80,Passenger boarding bridges,1
8479710000,95887,80,1,8479710000,95886,10,Of a kind used in airports,2
8479790000,95888,80,1,8479710000,95886,10,Other,2
8479810000,49192,10,0,8479000000,49183,80,Other machines and mechanical appliances,1
8479810000,49193,80,1,8479810000,49192,10,"For treating metal, including electric wire coil-winders",2
8479820000,49194,80,1,8479810000,49192,10,"Mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring machines",2
8479890000,49195,80,0,8479810000,49192,10,Other,2
8479893000,49198,80,1,8479890000,49195,80,Mobile hydraulic-powered mine roof supports,3
8479896000,49200,80,1,8479890000,49195,80,Central greasing systems,3
8479897000,102208,80,1,8479890000,49195,80,Automated electronic component placement machines of a kind used solely or principally for the manufacture of printed circuit assemblies,3
8479899700,83426,80,0,8479890000,49195,80,Other,3
8479899710,83431,80,1,8479899700,83426,80,"The following goods, for use in civil aircraft :!1!Hydropneumatic batteries;!1!Mechanical actuators for thrust reversers;!1!Toilet units specially designed;!1!Air humidifiers and dehumidifiers;!1!Servo-mechanisms, non-electric;!1!Non-electric starter motors;!1!Pneumatic starters for turbo-jets, turbo-jets, turbo-propellers and other gas turbines;!1!Windscreen wipers, non-electric;!1!Propeller regulators, non-electric!1!",4
8479899735,104174,80,1,8479899700,83426,80,"Mechanical unit ensuring the movement of the camshaft with:<br /> <br />- 8 oil chambers,<br /> <br />- a phasing range of at least 38°, but not more than 62°,<br /> <br />- a steel and/or steel alloy sprocket,<br /> <br />- a steel and/or steel alloy rotor<br />",4
8479899750,93601,80,1,8479899700,83426,80,"Machinery, being components of a production line for the manufacture of lithium ion batteries for passenger electric motor vehicles, for the construction of such a production line",4
8479899760,102689,80,1,8479899700,83426,80,"Bioreactor for biopharmaceutical cell culture • having interior surfaces of austenitic stainless steel, and • with a process capacity up to 15 000 litres, • whether or not combined with a “clean-in-process” system and/or a dedicated paired media hold vessel ",4
8479899770,99148,80,1,8479899700,83426,80,Machine to accurately align and attach lenses into a camera assembly in five axis alignment capability and fix them in position with a two part cure epoxy,4
8479899780,99147,80,1,8479899700,83426,80,Machinery for the production of a sub assembled component (anode conductor and the negative closing cap) for the manufacture of AA and/or AAA alkaline batteries,4
8479899785,99593,80,1,8479899700,83426,80,"High Pressure Hard Materials Compression Press ('Link Press'): - with a 16 000 tonne pressure rating, - with a 1 100mm diameter Bolster (± 1mm), - with a 1 400mm main cylinder (± 1mm), - with a Fixed and floating link frame, multiple pump high pressure hydraulic accumulator and pressure system, - with a double arm manipulator arrangement and connections for piping and electrical systems, - with a total weight 310 tonnes (± 10 tonnes), and - creating 30 000 atmospheres at 1 500 degrees centigrade using Low Frequency Alternating Current (16 000 amps) ",4
8479899790,83430,80,1,8479899700,83426,80,Other,4
8479900000,49203,80,0,8479000000,49183,80,Parts,1
8479901500,102281,80,1,8479900000,49203,80,Parts of machines of subheading 8479 89 70,2
8479902000,102282,10,0,8479900000,49203,80,Other,2
8479902000,85548,80,0,8479902000,102282,10,Of cast iron or cast steel,3
8479902010,85549,80,1,8479902000,85548,80,For use in civil aircraft,4
8479902080,102690,80,1,8479902000,85548,80,"Machinery, being components of a production line for the manufacture of lithium ion batteries for passenger electric motor vehicles, for the construction of such a production line",4
8479902090,85547,80,1,8479902000,85548,80,Other,4
8479907000,102283,80,0,8479902000,102282,10,Other,3
8479907010,102292,80,1,8479907000,102283,80,For use in civil aircraft,4
8479907080,102293,10,0,8479907000,102283,80,Other,4
8479907080,102294,80,1,8479907080,102293,10,"Machinery, being components of a production line for the manufacture of lithium ion batteries for passenger electric motor vehicles, for the construction of such a production line",5
8479907083,102295,80,1,8479907080,102293,10,"Keypads of silicone or plastic, - whether or not with parts of metal, plastic, glass fibre reinforced epoxide resin or wood, - whether or not printed or surface treated, - whether or not with electrical conducting elements - whether or not with keypads foil glued on the keyboard - whether or not with protective foil - single or multilayer ",5
8479907085,102296,80,1,8479907080,102293,10,Injectors with solenoid valve for optimised atomisation in the engine combustion chamber,5
8479907087,103070,80,1,8479907080,102293,10,"Fuel hose for internal combustion piston engines with a fuel temperature sensor, with at least two inlet hoses and three outlet hoses for use in the manufacture of engines of motor vehicles",5
8479907099,102297,80,1,8479907080,102293,10,Other,5
8480000000,49210,80,0,8400000000,47571,80,"Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (other than ingot moulds), metal carbides, glass, mineral materials, rubber or plastics",0
8480100000,49211,80,1,8480000000,49210,80,Moulding boxes for metal foundry,1
8480200000,49212,80,1,8480000000,49210,80,Mould bases,1
8480300000,49215,80,0,8480000000,49210,80,Moulding patterns,1
8480301000,49216,80,1,8480300000,49215,80,Of wood,2
8480309000,49217,80,1,8480300000,49215,80,Other,2
8480410000,49218,10,0,8480000000,49210,80,Moulds for metal or metal carbides,1
8480410000,49219,80,1,8480410000,49218,10,Injection or compression types,2
8480490000,49220,80,1,8480410000,49218,10,Other,2
8480500000,49221,80,1,8480000000,49210,80,Moulds for glass,1
8480600000,49222,80,1,8480000000,49210,80,Moulds for mineral materials,1
8480710000,49223,10,0,8480000000,49210,80,Moulds for rubber or plastics,1
8480710000,49224,80,1,8480710000,49223,10,Injection or compression types,2
8480790000,49225,80,1,8480710000,49223,10,Other,2
8481000000,49228,80,0,8400000000,47571,80,"Taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, including pressure-reducing valves and thermostatically controlled valves",0
8481100000,49229,80,0,8481000000,49228,80,Pressure-reducing valves,1
8481100500,70293,80,0,8481100000,49229,80,Combined with filters or lubricators,2
8481100510,70294,80,1,8481100500,70293,80,For use in certain types of aircraft,3
8481100590,70295,80,1,8481100500,70293,80,Other,3
8481101900,70296,10,0,8481100000,49229,80,Other,2
8481101900,49237,80,0,8481101900,70296,10,Of cast iron or steel,3
8481101910,49238,80,1,8481101900,49237,80,For use in certain types of aircraft,4
8481101990,49239,80,1,8481101900,49237,80,Other,4
8481109900,49247,80,0,8481101900,70296,10,Other,3
8481109910,49248,80,1,8481109900,49247,80,For use in certain types of aircraft,4
8481109920,103909,80,1,8481109900,49247,80,"Electromagnetic pressure reducing valve - with a plunger, - with at least 275 mPa internal tightness, - with a plastic connector with 2 silver or tin pins ",4
8481109930,103910,80,1,8481109900,49247,80,"Pressure reducing valves in a brass case with: - a length of not more than 18 mm (± 1 mm), - a width of not more than 30 mm (± 1 mm), of a kind used for incorporation in fuel delivery modules of motor vehicles",4
8481109990,49249,80,1,8481109900,49247,80,Other,4
8481200000,49250,80,0,8481000000,49228,80,Valves for oleohydraulic or pneumatic transmissions,1
8481201000,49251,80,0,8481200000,49250,80,Valves for the control of oleohydraulic power transmission,2
8481201020,62975,80,1,8481201000,49251,80,for use in certain types of aircraft,3
8481201090,49254,80,1,8481201000,49251,80,Other,3
8481209000,49255,80,0,8481200000,49250,80,Valves for the control of pneumatic power transmission,2
8481209020,62976,80,1,8481209000,49255,80,for use in certain types of aircraft,3
8481209090,49258,80,1,8481209000,49255,80,Other,3
8481300000,49259,80,0,8481000000,49228,80,Check (non-return) valves,1
8481309100,49264,80,0,8481300000,49259,80,Of cast iron or steel,2
8481309120,62977,80,1,8481309100,49264,80,for use in certain types of aircraft,3
8481309191,91876,10,0,8481309100,49264,80,Other,3
8481309191,91878,80,1,8481309191,91876,10,Steel check (non-return) valves with: - an opening pressure of not more than 800 kPa - an external diameter not more than 37 mm ,4
8481309199,91883,80,1,8481309191,91876,10,Other,4
8481309900,49268,80,0,8481300000,49259,80,Other,2
8481309920,62978,80,1,8481309900,49268,80,for use in certain types of aircraft,3
8481309990,49271,80,1,8481309900,49268,80,Other,3
8481400000,49272,80,0,8481000000,49228,80,Safety or relief valves,1
8481401000,49273,80,0,8481400000,49272,80,Of cast iron or steel,2
8481401050,62979,80,1,8481401000,49273,80,for use in certain types of aircraft,3
8481401090,49278,80,1,8481401000,49273,80,Other,3
8481409000,49279,80,0,8481400000,49272,80,Other,2
8481409010,62980,80,1,8481409000,49279,80,for use in certain types of aircraft,3
8481409090,49284,80,1,8481409000,49279,80,Other,3
8481800000,49285,80,0,8481000000,49228,80,Other appliances,1
8481801100,49286,10,0,8481800000,49285,80,"Taps, cocks and valves for sinks, washbasins, bidets, water cisterns, baths and similar fixtures",2
8481801100,49287,80,0,8481801100,49286,10,Mixing valves,3
8481801110,49288,80,1,8481801100,49287,80,For use in certain types of aircraft,4
8481801190,49289,80,1,8481801100,49287,80,Other,4
8481801900,49290,80,0,8481801100,49286,10,Other,3
8481801910,49291,80,1,8481801900,49290,80,For use in certain types of aircraft,4
8481801990,49292,80,1,8481801900,49290,80,Other,4
8481803100,49293,10,0,8481800000,49285,80,Central heating radiator valves,2
8481803100,49294,80,1,8481803100,49293,10,Thermostatic valves,3
8481803900,49295,80,1,8481803100,49293,10,Other,3
8481804000,72154,80,0,8481800000,49285,80,Valves for pneumatic tyres and inner tubes,2
8481804010,72155,80,1,8481804000,72154,80,For use in certain types of aircraft,3
8481804090,72156,80,1,8481804000,72154,80,Other,3
8481805100,49296,10,0,8481800000,49285,80,Other,2
8481805100,49297,20,0,8481805100,49296,10,Process control valves,3
8481805100,49298,80,1,8481805100,49297,20,Temperature regulators,4
8481805900,49299,80,0,8481805100,49297,20,Other,4
8481805910,67045,80,1,8481805900,49299,80,"Air control valve, consisting of a stepping motor and a valve pintle, for the regulation of idle air flow in fuel injection engines",5
8481805920,103060,80,1,8481805900,49299,80,Pressure regulating valve for incorporation into compressors of motor vehicle air condition units,5
8481805930,103906,80,1,8481805900,49299,80,"Two-way flow control valve with housing, with - at least 5 but not more than 9 outlet holes with at least 0,110 mm but not more than 0,134 mm diameter, - at least 640 cm<sup>3</sup>$ / minute but not more than 805 cm<sup>3</sup>$ / minute flow rate, - at least 19 but not more than 300 MPa operating pressure ",5
8481805940,103905,80,1,8481805900,49299,80,"Flow-control valve - made of steel, - with an outlet hole with a diameter of at least 0,175 mm, but not more than 0,185 mm, - with an inlet hole with a diameter of at least 0,255 mm, but not more than 0,265 mm, - with chromium nitride coating, - with a surface roughness of Rp 0,4 ",5
8481805950,103907,80,1,8481805900,49299,80,"Electromagnetic valve for quantity control with - a plunger, - DLC (Diamond-like carbon) coating, - a solenoid with a of coil resistance of at least 2,6 Ohm, but not more than 3 Ohm, - a supply voltage of 12 V ",5
8481805960,103908,80,1,8481805900,49299,80,"Electromagnetic valve for quantity control - with a solenoid with a coil resistance of at least 0,19 Ohm, but not more than 0,52 Omh, and with an inductance of at least 0,083 mH, but not more than 0,172 mH, - with a supply voltage of 24 V, - operating at a DC of at least 15,5 A, but not more than 16,5 A ",5
8481805990,67046,80,1,8481805900,49299,80,Other,5
8481806100,49300,10,0,8481805100,49296,10,Other,3
8481806100,49301,20,0,8481806100,49300,10,Gate valves,4
8481806100,49302,80,1,8481806100,49301,20,Of cast iron,5
8481806300,49303,80,0,8481806100,49301,20,Of steel,5
8481806350,62981,80,1,8481806300,49303,80,for use in certain types of aircraft,6
8481806390,49308,80,1,8481806300,49303,80,Other,6
8481806900,49309,80,0,8481806100,49301,20,Other,5
8481806950,62982,80,1,8481806900,49309,80,for use in certain types of aircraft,6
8481806960,96928,10,0,8481806900,49309,80,Other,6
8481806960,96929,80,1,8481806960,96928,10,"Four-way reversing valve for refrigerants, consisting of: - a solenoid pilot valve - a brass valve body including valve slider and copper connections with a working pressure up to 4,5 MPa",7
8481806999,96927,80,1,8481806960,96928,10,Other,7
8481807100,49315,10,0,8481806100,49300,10,Globe valves,4
8481807100,49316,80,1,8481807100,49315,10,Of cast iron,5
8481807300,49317,80,0,8481807100,49315,10,Of steel,5
8481807310,49318,80,1,8481807300,49317,80,For use in certain types of aircraft,6
8481807320,104175,80,1,8481807300,49317,80,"Pressure- and flow-control valve controlled by external electromagnet:<br /> <br />- made of steel and/or steel alloy(s),<br /> <br />- without integrated circuit,<br /> <br />- of not more than 1000 kPa operating pressure,<br /> <br />- with a flow quantity of not more than 5 l/min,<br /> <br />- without an electromagnet<br />",6
8481807390,49319,80,1,8481807300,49317,80,Other,6
8481807900,49320,80,0,8481807100,49315,10,Other,5
8481807910,49321,80,1,8481807900,49320,80,For use in certain types of aircraft,6
8481807990,49322,80,1,8481807900,49320,80,Other,6
8481808100,49323,80,0,8481806100,49300,10,Ball and plug valves,4
8481808130,62983,80,1,8481808100,49323,80,for use in certain types of aircraft,5
8481808190,49326,80,1,8481808100,49323,80,Other,5
8481808500,49327,80,0,8481806100,49300,10,Butterfly valves,4
8481808530,62984,80,1,8481808500,49327,80,For use in certain types of aircraft,5
8481808540,103541,80,1,8481808500,49327,80,Exhaust valve for use in the manufacture of motorcycle exhaust gas systems,5
8481808590,49330,80,1,8481808500,49327,80,Other,5
8481808700,49331,80,0,8481806100,49300,10,Diaphragm valves,4
8481808730,62985,80,1,8481808700,49331,80,for use in certain types of aircraft,5
8481808790,49334,80,1,8481808700,49331,80,Other,5
8481809900,49335,80,0,8481806100,49300,10,Other,4
8481809940,62986,80,1,8481809900,49335,80,for use in certain types of aircraft,5
8481809970,104176,80,1,8481809900,49335,80,"Pressure- and flow-control valve controlled by external electromagnet:<br /> <br />- made of steel and/or steel alloy(s),<br /> <br />- without integrated circuit,<br /> <br />- of not more than 1000 kPa operating pressure,<br /> <br />- with a flow quantity of not more than 5 l/min,<br /> <br />- without an electromagnet<br />",5
8481809990,49339,80,1,8481809900,49335,80,Other,5
8481900000,49340,80,0,8481000000,49228,80,Parts,1
8481900010,49341,80,1,8481900000,49340,80,For use in certain types of aircraft,2
8481900030,99642,80,1,8481900000,49340,80,"Keypads of silicone or plastic, - whether or not with parts of metal, plastic, glass fibre reinforced epoxide resin or wood, - whether or not printed or surface treated, - whether or not with electrical conducting elements - whether or not with keypads foil glued on the keyboard - whether or not with protective foil - single or multilayer ",2
8481900040,104173,80,1,8481900000,49340,80,"Valve armature:<br /> <br />- for the opening and closing of the flow of fuel,<br /> <br />- consisting of a shaft and a blade,<br /> <br />- with 8 holes on the blade,<br /> <br />- made of metal and/or metal alloy(s)<br />",2
8481900090,49342,80,1,8481900000,49340,80,Other,2
8482000000,49343,80,0,8400000000,47571,80,Ball or roller bearings,0
8482100000,49344,80,0,8482000000,49343,80,Ball bearings,1
8482101000,49345,80,0,8482100000,49344,80,With greatest external diameter not exceeding 30 mm,2
8482101010,98625,80,1,8482101000,49345,80,"Ball and cylindrical bearings: - with an outside diameter of 28 mm or more but not more than 140 mm, - with an operational thermal stress of more than 150°C at a working pressure of not more than 14 MPa, for the manufacture of machinery for the protection and control of nuclear reactors in nuclear power plants",3
8482101040,103645,80,1,8482101000,49345,80,"Ball bearings: - with an internal diameter of 3 mm or more, - with an external diameter of not more than 100 mm, - with a width of not more than 40 mm, - whether or not equipped with a duster, for use in the manufacture of belt drive steering systems of motor, electric power steering systems or steering gears or assembly ball screw for steering gears",3
8482101090,98627,80,1,8482101000,49345,80,Other,3
8482109000,49356,80,0,8482100000,49344,80,Other,2
8482109010,98629,80,1,8482109000,49356,80,"Ball and cylindrical bearings: - with an outside diameter of 28 mm or more but not more than 140 mm, - with an operational thermal stress of more than 150°C at a working pressure of not more than 14 MPa, for the manufacture of machinery for the protection and control of nuclear reactors in nuclear power plants",3
8482109030,103646,80,1,8482109000,49356,80,"Ball bearings: - with an internal diameter of 3 mm or more, - with an external diameter of not more than 100 mm, - with a width of not more than 40 mm, - whether or not equipped with a duster, for use in the manufacture of belt drive steering systems of motor, electric power steering systems or steering gears or assembly ball screw for steering gears",3
8482109090,98628,80,1,8482109000,49356,80,Other,3
8482200000,49361,80,1,8482000000,49343,80,"Tapered roller bearings, including cone and tapered roller assemblies",1
8482300000,49365,80,1,8482000000,49343,80,Spherical roller bearings,1
8482400000,49369,80,1,8482000000,49343,80,Needle roller bearings,1
8482500000,49373,80,0,8482000000,49343,80,Other cylindrical roller bearings,1
